   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2000000e+02             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   2.0000000e+00   0.0000000e+00   1.2000000e+02  -5.1565000e+00   5.5685000e+00  -2.6040000e+00             NaN             NaN             NaN             NaN             NaN
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   4.0000000e+00   0.0000000e+00   1.2000000e+02  -5.6700000e+00   5.2225000e+00  -2.9605000e+00             NaN             NaN             NaN             NaN             NaN
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   6.0000000e+00   0.0000000e+00   1.2000000e+02  -4.5905000e+00   3.6930000e+00  -4.0745000e+00   7.7023474e+00   2.2599915e-01  -4.8473897e+02   1.6368074e+01  -4.9178403e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   8.0000000e+00   0.0000000e+00   1.2000000e+02  -4.0945000e+00   3.0945000e+00  -4.4405000e+00   7.9026588e+00   2.1042267e-01  -4.8516202e+02   1.8088605e+01  -3.3815955e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   1.0000000e+01   0.0000000e+00   1.2000000e+02  -4.0910000e+00   2.5835000e+00  -4.9185000e+00   7.9490626e+00   2.1250605e-01  -4.8465978e+02   1.6159871e+01   4.7889852e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   1.2000000e+01   0.0000000e+00   1.2000000e+02  -3.7250000e+00   3.0860000e+00  -5.6090000e+00   7.6509465e+00   2.0902251e-01  -4.8993374e+02   1.2126337e+01  -3.1534981e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   1.4000000e+01   0.0000000e+00   1.2000000e+02  -4.9860000e+00   3.4190000e+00  -5.1255000e+00   7.5644822e+00   1.9684665e-01  -4.8493318e+02   1.4253619e+01   1.8774502e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   1.6000000e+01   0.0000000e+00   1.2000000e+02  -5.7855000e+00   3.7440000e+00  -4.0665000e+00   8.2611997e+00   2.2555989e-01  -4.7392969e+02   1.2598527e+01  -1.9028411e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   1.8000000e+01   0.0000000e+00   1.2000000e+02  -6.0150000e+00   4.2645000e+00  -3.7770000e+00   7.7150313e+00   2.2193047e-01  -4.7903131e+02   1.8931109e+01   9.6325636e-01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   2.0000000e+01   0.0000000e+00   1.2000000e+02  -6.0440000e+00   5.0780000e+00  -3.2490000e+00   7.6864944e+00   1.9721058e-01  -4.8346015e+02  -1.0226197e+01   5.0723250e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   2.2000000e+01   0.0000000e+00   1.2000000e+02  -4.8525000e+00   5.1500000e+00  -2.4870000e+00   7.9908331e+00   2.2995619e-01  -4.8702051e+02  -6.0621919e+00  -3.5217826e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   2.4000000e+01   0.0000000e+00   1.2000000e+02  -4.5225000e+00   5.4405000e+00  -2.2360000e+00   8.0051501e+00   2.5026223e-01  -4.8411559e+02   3.4568700e+00  -1.2482621e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   2.6000000e+01   0.0000000e+00   1.2000000e+02  -4.6710000e+00   5.3355000e+00  -2.1355000e+00   8.5485829e+00   2.6709389e-01  -4.8609877e+02  -5.0628448e+00  -1.2379668e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   2.8000000e+01   0.0000000e+00   1.2000000e+02  -4.7425000e+00   5.5615000e+00  -1.5475000e+00   8.3200000e+00   2.4305856e-01  -4.8451190e+02  -7.0130388e+00  -1.2527759e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   3.0000000e+01   0.0000000e+00   1.2000000e+02  -4.8120000e+00   5.6875001e+00  -8.9399994e-01   8.6131907e+00   2.2915775e-01  -4.8119226e+02   4.3755736e+00  -2.7640583e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   3.2000000e+01   0.0000000e+00   1.2000000e+02  -5.1520000e+00   6.7240001e+00  -1.8799997e-01   8.6571208e+00   2.5791442e-01  -4.8728845e+02  -9.6495679e+00  -3.2230259e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   3.4000000e+01   0.0000000e+00   1.2000000e+02  -5.2775000e+00   3.4930000e+00  -3.5320000e+00   7.7078490e+00   2.2346579e-01  -4.8336808e+02   4.6324390e+00  -5.6986092e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   3.6000000e+01   0.0000000e+00   1.2000000e+02  -6.0555000e+00   3.3805000e+00  -3.7770000e+00   7.5916078e+00   2.0183463e-01  -4.7889311e+02   8.6671378e+00  -3.8621910e-01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   3.8000000e+01   0.0000000e+00   1.2000000e+02  -6.2910000e+00   3.2420000e+00  -3.5155000e+00   8.1666116e+00   2.0034513e-01  -4.7554483e+02   5.4458691e+00   3.4863627e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   4.0000000e+01   0.0000000e+00   1.2000000e+02  -6.4135000e+00   3.3420000e+00  -1.6760000e+00   8.0235675e+00   2.4872994e-01  -4.7439204e+02  -9.3792410e+00  -1.0090403e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   4.2000000e+01   0.0000000e+00   1.2000000e+02  -6.3540000e+00   2.0045000e+00  -1.7215000e+00   7.8336246e+00   2.2747538e-01  -4.7038214e+02  -3.8932330e+00  -5.1721092e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   4.4000000e+01   0.0000000e+00   1.2000000e+02  -4.5959998e+00  -7.5000032e-01  -3.1860001e+00   8.9406257e+00   3.4501723e-01  -4.6702323e+02   1.3868926e+01   7.6070869e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   4.6000000e+01   0.0000000e+00   1.2000000e+02   1.6899999e+00  -6.9979999e+00  -3.5310000e+00   8.7278780e+00   1.7836472e-01  -5.2481891e+02   7.6233384e+01  -1.8001639e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   4.8000000e+01   0.0000000e+00   1.2000000e+02   2.6530000e+00  -7.4655000e+00  -3.3375000e+00   7.1425009e+00   1.9102548e-01  -5.1677097e+02   6.1535650e+01  -3.2908071e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   5.0000000e+01   0.0000000e+00   1.2000000e+02   2.6225000e+00  -8.2690000e+00  -3.9915000e+00   5.9197939e+00   1.5537204e-01  -5.1530206e+02   5.3010181e+01   1.5272327e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   5.2000000e+01   0.0000000e+00   1.2000000e+02   2.5470000e+00  -7.9930000e+00  -3.8825001e+00   6.1413926e+00   1.6883145e-01  -5.2106631e+02   5.8558221e+01  -8.3665772e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   5.4000000e+01   0.0000000e+00   1.2000000e+02   1.8640000e+00  -7.9005000e+00  -4.1470000e+00   6.0941795e+00   1.9472361e-01  -5.1725462e+02   5.6115897e+01  -6.6043590e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   5.6000000e+01   0.0000000e+00   1.2000000e+02   1.8455000e+00  -8.2750000e+00  -3.8800000e+00   5.8807391e+00   1.5910621e-01  -5.1759749e+02   5.5729564e+01  -1.0506685e+01
   6.0000000e+00   1.6000000e+01   2.0100000e+03   0.0000000e+00   5.8000000e+01   0.0000000e+00   1.2000000e+02   1.6105000e+00  -8.0955000e+00  -4.3645000e+00   6.0842990e+00   1.6445842e-01  -5.1618957e+02   6.9455972e+01  -3.8235174e+00
   6.0000000e+00   1.6000000e+01   2.0100000e+03   1.0000000e+00   0.0000000e+00   0.0000000e+00   1.2000000e+02   1.8080000e+00  -8.2185000e+00  -4.0590000e+00   5.9710540e+00   1.6638182e-01  -5.1500440e+02   5.8607145e+01  -1.2666548e+01
